0.500000,0.018333
0.498750,0.018333
0.497500,0.018333
0.496250,0.020000
0.496250,0.021667
0.495000,0.021667
0.495000,0.023333
0.493750,0.025000
0.492500,0.028333
0.492500,0.031667
0.491250,0.035000
0.491250,0.036667
0.491250,0.038333
0.491250,0.040000
0.492500,0.041667
0.493750,0.041667
0.495000,0.041667
0.496250,0.041667
0.496250,0.040000
0.497500,0.038333
0.497500,0.036667
0.497500,0.035000
0.498750,0.035000
0.498750,0.033333
0.500000,0.033333
0.500000,0.031667
0.501250,0.030000
0.501250,0.028333
0.501250,0.026667
0.501250,0.025000
0.501250,0.023333
0.501250,0.021667
0.501250,0.020000
0.502500,0.020000
0.503750,0.020000
0.503750,0.018333
0.505000,0.018333
0.505000,0.020000
0.505000,0.021667
0.506250,0.023333
0.506250,0.025000
0.506250,0.026667
0.506250,0.028333
0.506250,0.030000
0.505000,0.030000
0.503750,0.030000
0.502500,0.030000
0.501250,0.028333
0.500000,0.026667
0.497500,0.025000
0.496250,0.023333
0.495000,0.023333
0.493750,0.023333
0.492500,0.023333
0.491250,0.023333
0.490000,0.023333
0.488750,0.023333
0.487500,0.028333
0.487500,0.030000
0.487500,0.031667
0.487500,0.033333
0.490000,0.033333
0.492500,0.035000
0.495000,0.035000
0.497500,0.035000
0.498750,0.035000
0.500000,0.035000
0.501250,0.035000
0.502500,0.035000
0.502500,0.033333
0.503750,0.031667
0.503750,0.030000
0.503750,0.028333
0.503750,0.026667
0.505000,0.025000
0.506250,0.025000
0.506250,0.023333
0.507500,0.023333
0.508750,0.021667
0.510000,0.021667
0.510000,0.023333
0.511250,0.026667
0.511250,0.028333
0.512500,0.028333
0.512500,0.030000
0.512500,0.031667
0.511250,0.031667
0.508750,0.031667
0.507500,0.031667
0.506250,0.031667
0.503750,0.031667
0.502500,0.030000
0.500000,0.028333
0.498750,0.026667
0.497500,0.025000
0.496250,0.023333
0.495000,0.021667
0.493750,0.021667
0.493750,0.020000
0.492500,0.020000
0.491250,0.020000
0.490000,0.020000
0.488750,0.020000
0.488750,0.021667
0.488750,0.023333
0.488750,0.026667
0.488750,0.028333
0.488750,0.030000
0.488750,0.031667
0.490000,0.031667
0.492500,0.033333
0.493750,0.035000
0.496250,0.035000
0.497500,0.035000
0.498750,0.035000
0.498750,0.031667
0.500000,0.031667
0.500000,0.030000
0.501250,0.030000
0.502500,0.028333
0.503750,0.028333
0.503750,0.026667
0.505000,0.026667
0.506250,0.026667
0.506250,0.030000
0.507500,0.030000
0.507500,0.033333
0.508750,0.035000
0.508750,0.036667
0.507500,0.036667
0.505000,0.036667
0.503750,0.036667
0.502500,0.036667
0.498750,0.033333
0.496250,0.030000
0.495000,0.028333
0.493750,0.026667
0.493750,0.021667
0.492500,0.020000
0.492500,0.018333
0.492500,0.016667
0.491250,0.015000
0.490000,0.015000
0.488750,0.015000
0.487500,0.016667
0.485000,0.021667
0.485000,0.023333
0.485000,0.025000
0.485000,0.026667
0.485000,0.028333
0.486250,0.033333
0.488750,0.035000
0.491250,0.036667
0.493750,0.036667
0.495000,0.036667
0.496250,0.035000
0.497500,0.033333
